divorce_date,divorce_type,nationality_man,date_of_birth_man,place_of_birth_man,birth_municipality_man,birth_federal_man,birth_country_man,age_man,residence_municipality_man,residence_federal_man,residence_country_man,monthly_income_man,occupation_man,place_of_residence_man,nationality_woman,date_of_birth_woman,date_of_birth_registration_date_woman,place_of_birth_woman,birth_municipality_woman,birth_federal_woman,birth_country_woman,age_woman,place_of_residence_woman,residence_municipality_woman,residence_federal_woman,residence_country_woman,occupation_woman,monthly_income_woman,date_of_marriage,marriage_certificate_place,marriage_certificate_municipality,marriage_certificate_federal,level_of_education_man,employment_status_man,level_of_education_woman,employment_status_woman,marriage_duration,marriage_duration_months,num_children,custody
06.01.2011,Notwendig,Deutsch,,München,Stuttgart,Hamburg,Deutschland,44.0,Berlin,Stuttgart,Deutschland,25000.0,Rechtsanwalt,München,Deutsch,,,Essen,Leipzig,Frankfurt am Main,Deutschland,38.0,München,Essen,Essen,Deutschland,Mechaniker,15000.0,18.02.1995,Düsseldorf,Essen,Berlin,Beruflich,Angestellter,Beruflich,Angestellter,16.0,,2.0,Mutter
06.01.2012,Notwendig,Russisch,,Berlin,Leipzig,Leipzig,Deutschland,38.0,München,Hamburg,Deutschland,8000.0,Lehrer,Essen,Kroatisch,,,Stuttgart,Stuttgart,Essen,Deutschland,32.0,Stuttgart,Berlin,Hamburg,Deutschland,Softwareentwickler,8500.0,06.05.2004,München,Essen,Köln,Beruflich,Angestellter,Beruflich,Angestellter,8.0,,1.0,
06.01.2012,Notwendig,Kroatisch,23.02.2071,Berlin,Dortmund,Köln,Deutschland,41.0,Essen,Essen,Deutschland,5000.0,Rechtsanwalt,Leipzig,Spanisch,09.01.2073,,Düsseldorf,Düsseldorf,Dortmund,Deutschland,38.0,Leipzig,Düsseldorf,Essen,Deutschland,Buchhalter,6000.0,13.10.1995,Hamburg,Berlin,Leipzig,Vorbereitungsstufe,Angestellter,Vorbereitungsstufe,Angestellter,13.0,,2.0,Mutter
06.01.2012,Notwendig,Rumänisch,08.04.1985,Leipzig,Dortmund,Essen,Deutschland,26.0,Essen,Hamburg,Deutschland,,Rechtsanwalt,Hamburg,Rumänisch,12.04.1985,,München,Essen,München,Deutschland,26.0,Düsseldorf,Stuttgart,Leipzig,Deutschland,Softwareentwickler,3000.0,16.07.2009,Hamburg,München,Frankfurt am Main,Sekundarstufe,Angestellter,Vorbereitungsstufe,Angestellter,20.0,9.0,1.0,Mutter
06.01.2012,Notwendig,Deutsch,26.07.2071,Düsseldorf,Dortmund,Frankfurt am Main,Deutschland,40.0,Leipzig,Stuttgart,Deutschland,6000.0,Rechtsanwalt,Frankfurt am Main,Rumänisch,20.04.2070,,Hamburg,Köln,Düsseldorf,Deutschland,42.0,Köln,Stuttgart,Hamburg,Deutschland,Verkäufer,7000.0,23.12.1997,Frankfurt am Main,Düsseldorf,Frankfurt am Main,Beruflich,Angestellter,Beruflich,Angestellter,10.0,,2.0,Mutter
07.01.2002,Freiwillig,Polnisch,10.03.2056,Hamburg,Düsseldorf,Düsseldorf,Deutschland,45.0,München,Essen,Deutschland,8000.0,Ingenieur,Essen,Türkisch,06.06.2051,21/4/52,Dortmund,Hamburg,Dortmund,Deutschland,51.0,Dortmund,Berlin,Dortmund,Deutschland,Buchhalter,14000.0,22.02.1985,Essen,Dortmund,Frankfurt am Main,Beruflich,Angestellter,Beruflich,Angestellter,17.0,4.0,1.0,Mutter
07.01.2003,Notwendig,Bulgarisch,19.08.2049,Berlin,Düsseldorf,Berlin,Deutschland,53.0,München,Hamburg,Deutschland,1350.0,Ingenieur,Berlin,Griechisch,,,Dortmund,Hamburg,Leipzig,Deutschland,,Düsseldorf,Köln,Dortmund,Deutschland,,,15.01.2068,Frankfurt am Main,Frankfurt am Main,Düsseldorf,Sekundarstufe,Angestellter,OTRO,,35.0,5.0,2.0,
07.01.2003,Notwendig,Spanisch,15.04.2064,Düsseldorf,Düsseldorf,Dortmund,Deutschland,39.0,Düsseldorf,Köln,Deutschland,560.0,Softwareentwickler,Berlin,Russisch,,,Düsseldorf,Köln,Hamburg,Deutschland,,,,,,,,09.05.1983,Stuttgart,Frankfurt am Main,Stuttgart,PRIMARIA,Angestellter,,,9.0,9.0,1.0,Mutter
07.01.2003,Freiwillig,Rumänisch,24.06.2070,Hamburg,Köln,München,Deutschland,33.0,Frankfurt am Main,Essen,Deutschland,5000.0,Mechaniker,Stuttgart,Bulgarisch,07.12.2071,11/9/71,Berlin,Essen,Köln,Deutschland,31.0,Leipzig,Düsseldorf,Leipzig,Deutschland,Verkäufer,2000.0,04.12.1991,Essen,Hamburg,Dortmund,Vorbereitungsstufe,Angestellter,Vorbereitungsstufe,Angestellter,12.0,2.0,2.0,Mutter
07.01.2004,Freiwillig,Polnisch,29.01.2070,München,Berlin,Düsseldorf,Deutschland,34.0,Stuttgart,Essen,Deutschland,,Buchhalter,Frankfurt am Main,Spanisch,18.03.1976,18/3/76,München,Dortmund,Frankfurt am Main,Deutschland,28.0,Berlin,Düsseldorf,Dortmund,Deutschland,Rechtsanwalt,,01.06.1996,Stuttgart,Essen,München,Vorbereitungsstufe,Angestellter,Vorbereitungsstufe,Angestellter,8.0,5.0,2.0,
07.01.2005,Notwendig,Rumänisch,,Dortmund,Leipzig,Berlin,Deutschland,28.0,Köln,Köln,Deutschland,,Verkäufer,Köln,Kroatisch,31.10.1979,,Leipzig,Leipzig,Dortmund,Deutschland,25.0,Frankfurt am Main,Hamburg,Dortmund,Deutschland,Krankenpfleger,,23.07.1996,Berlin,Hamburg,Dortmund,Vorbereitungsstufe,Angestellter,Vorbereitungsstufe,Angestellter,,,,
07.01.2005,Notwendig,Kroatisch,31.05.1979,Stuttgart,Leipzig,Stuttgart,Deutschland,26.0,Stuttgart,Köln,Deutschland,,Verkäufer,Stuttgart,Russisch,11.05.1979,,München,Berlin,Köln,Deutschland,25.0,Hamburg,Hamburg,München,Deutschland,Lehrer,,25.06.1999,Köln,Berlin,Hamburg,Sekundarstufe,Angestellter,Beruflich,Angestellter,,,,
07.01.2008,Freiwillig,Deutsch,24.01.2067,Stuttgart,Düsseldorf,Stuttgart,Deutschland,41.0,Hamburg,Leipzig,Deutschland,4000.0,Krankenpfleger,Leipzig,Rumänisch,15.04.1980,3/8/84,Leipzig,Düsseldorf,Dortmund,Deutschland,28.0,Stuttgart,München,Leipzig,Deutschland,Arzt,,02.07.2003,Köln,Düsseldorf,München,Sekundarstufe,Angestellter,Vorbereitungsstufe,Nicht beschäftigt,5.0,,,
07.01.2008,Notwendig,Kroatisch,06.06.2047,Stuttgart,Leipzig,Stuttgart,Deutschland,61.0,Leipzig,Essen,Deutschland,,Koch,Leipzig,Italienisch,08.05.2050,,München,Düsseldorf,Essen,Deutschland,57.0,Düsseldorf,Berlin,Essen,Deutschland,Softwareentwickler,,26.12.2068,Hamburg,Hamburg,München,Sekundarstufe,Nicht beschäftigt,PRIMARIA,Nicht beschäftigt,40.0,,4.0,
07.01.2009,Freiwillig,Türkisch,10.02.1977,Berlin,Stuttgart,Düsseldorf,Deutschland,31.0,Essen,Köln,Deutschland,11000.0,Softwareentwickler,Berlin,Kroatisch,06.03.1982,5/7/82,München,Frankfurt am Main,Frankfurt am Main,Deutschland,27.0,Essen,Hamburg,Hamburg,Deutschland,Buchhalter,4000.0,25.04.2008,Frankfurt am Main,Stuttgart,Köln,Beruflich,Angestellter,Beruflich,Angestellter,1.0,1.0,,
07.01.2011,Notwendig,Griechisch,20.11.1985,München,Hamburg,Hamburg,Deutschland,25.0,Düsseldorf,Hamburg,Deutschland,2300.0,Verkäufer,Leipzig,Kroatisch,18.09.1984,,Köln,Leipzig,München,Deutschland,26.0,Düsseldorf,Essen,Stuttgart,Deutschland,Koch,,02.04.2009,Essen,Dortmund,Stuttgart,Sekundarstufe,Angestellter,Vorbereitungsstufe,Nicht beschäftigt,2.0,4.0,1.0,Mutter
07.01.2013,Notwendig,Kroatisch,07.06.1981,Berlin,Hamburg,München,Deutschland,31.0,Essen,Essen,Deutschland,12000.0,Koch,Dortmund,Deutsch,01.05.1982,,Köln,Köln,Dortmund,Deutschland,31.0,München,Köln,Berlin,Deutschland,Verkäufer,7000.0,30.01.2007,Berlin,Köln,Dortmund,Beruflich,Angestellter,Beruflich,Angestellter,4.0,,1.0,Mutter
07.01.2014,Notwendig,Russisch,09.04.2072,Frankfurt am Main,Hamburg,Frankfurt am Main,Deutschland,41.0,Hamburg,Stuttgart,Deutschland,,Lehrer,Stuttgart,Türkisch,16.07.2067,,Frankfurt am Main,München,München,Deutschland,46.0,Stuttgart,Berlin,Köln,Deutschland,Arzt,20000.0,03.10.2003,Frankfurt am Main,Hamburg,Leipzig,Vorbereitungsstufe,Angestellter,Beruflich,Angestellter,11.0,,1.0,Mutter
07.01.2014,Freiwillig,Italienisch,27.01.1982,München,Köln,Hamburg,Deutschland,32.0,Köln,Dortmund,Deutschland,4000.0,Ingenieur,Hamburg,Bulgarisch,25.12.1977,14/2/78,Düsseldorf,München,Berlin,Deutschland,36.0,Düsseldorf,Stuttgart,Berlin,Deutschland,Softwareentwickler,4000.0,26.02.2002,München,Dortmund,Dortmund,Vorbereitungsstufe,Angestellter,Sekundarstufe,Angestellter,7.0,,,
08.01.2000,Freiwillig,Kroatisch,01.05.2065,Essen,Leipzig,Dortmund,Deutschland,35.0,Leipzig,Stuttgart,Deutschland,2200.0,Arzt,Frankfurt am Main,Rumänisch,30.09.2062,12/11/62,Frankfurt am Main,München,München,Deutschland,37.0,Essen,Hamburg,Stuttgart,Deutschland,Buchhalter,2800.0,09.04.1992,Köln,Frankfurt am Main,Stuttgart,Sekundarstufe,Angestellter,Beruflich,Angestellter,7.0,10.0,2.0,PADRE
08.01.2000,Freiwillig,Deutsch,04.08.2063,Leipzig,Essen,Stuttgart,Deutschland,37.0,Düsseldorf,Berlin,Deutschland,3000.0,Mechaniker,Köln,Spanisch,25.08.2072,4/5/79,Berlin,München,Köln,Deutschland,27.0,Stuttgart,Stuttgart,Berlin,Deutschland,Verkäufer,1700.0,27.05.1995,Berlin,Stuttgart,Stuttgart,Beruflich,Einrichtung,Vorbereitungsstufe,Angestellter,5.0,2.0,1.0,Mutter
08.01.2001,Notwendig,Kroatisch,04.02.2066,Hamburg,Essen,Essen,Deutschland,35.0,Hamburg,Köln,Deutschland,5000.0,Koch,Düsseldorf,Spanisch,19.08.2065,16/5/74,Essen,Leipzig,Berlin,Deutschland,35.0,Berlin,München,Düsseldorf,Deutschland,Arzt,3000.0,23.07.1988,Essen,Essen,Frankfurt am Main,OTRO,Einrichtung,Sekundarstufe,Angestellter,13.0,,,
08.01.2003,Freiwillig,Polnisch,13.03.2071,Essen,Köln,Leipzig,Deutschland,32.0,Stuttgart,Leipzig,Deutschland,3900.0,Lehrer,Düsseldorf,Deutsch,06.07.2070,17/7/70,Essen,München,Stuttgart,Deutschland,33.0,Essen,Hamburg,Berlin,Deutschland,Mechaniker,2500.0,14.05.1992,Düsseldorf,Hamburg,Berlin,Vorbereitungsstufe,Angestellter,Vorbereitungsstufe,Angestellter,11.0,2.0,2.0,Mutter
08.01.2003,Freiwillig,Kroatisch,09.01.2066,Dortmund,Leipzig,Köln,Deutschland,36.0,Hamburg,Düsseldorf,Deutschland,12000.0,Arzt,Leipzig,Italienisch,14.06.2071,31/7/71,Dortmund,Düsseldorf,Leipzig,Deutschland,32.0,Dortmund,München,Dortmund,Deutschland,Arzt,1500.0,24.10.1992,Dortmund,Essen,Dortmund,Beruflich,Angestellter,Vorbereitungsstufe,Einrichtung,11.0,,3.0,PADRE
08.01.2003,Freiwillig,Griechisch,26.02.2067,Düsseldorf,München,Düsseldorf,Deutschland,36.0,Köln,Köln,Deutschland,5000.0,Buchhalter,Stuttgart,Deutsch,22.03.2066,28/5/96,Leipzig,Berlin,Dortmund,Deutschland,37.0,Dortmund,Hamburg,Leipzig,Deutschland,Verkäufer,,05.12.1989,Dortmund,Stuttgart,Düsseldorf,Sekundarstufe,TRABAJADOR POR SU PROPIA CUENTA O EN VIA PUBLICA,Vorbereitungsstufe,Nicht beschäftigt,14.0,2.0,1.0,Mutter
08.01.2006,Freiwillig,Rumänisch,03.01.2063,Hamburg,Frankfurt am Main,Leipzig,Deutschland,43.0,Berlin,Essen,Deutschland,2000.0,Verkäufer,Berlin,Griechisch,06.03.2063,19/6/63,Dortmund,Berlin,Stuttgart,Deutschland,43.0,Hamburg,Dortmund,Dortmund,Deutschland,Rechtsanwalt,3000.0,22.01.1992,Köln,Leipzig,Berlin,Vorbereitungsstufe,Angestellter,Vorbereitungsstufe,Angestellter,2.0,,,
08.01.2006,Notwendig,Spanisch,,Leipzig,Köln,München,Deutschland,,Leipzig,Berlin,Deutschland,,,München,Rumänisch,24.09.1978,,Leipzig,Frankfurt am Main,Köln,Deutschland,24.0,Dortmund,Dortmund,Leipzig,Deutschland,,,11.03.2000,Berlin,Berlin,Köln,Vorbereitungsstufe,Nicht beschäftigt,Vorbereitungsstufe,Nicht beschäftigt,2.0,,2.0,
08.01.2006,Notwendig,Türkisch,05.09.1974,Hamburg,Leipzig,Frankfurt am Main,Deutschland,32.0,Frankfurt am Main,Berlin,Deutschland,1470.0,Verkäufer,Berlin,Türkisch,23.10.1979,,Hamburg,Berlin,Frankfurt am Main,Deutschland,26.0,Hamburg,Essen,Essen,Deutschland,,,07.09.1999,Köln,Düsseldorf,München,Sekundarstufe,Angestellter,Sekundarstufe,Nicht beschäftigt,6.0,,1.0,
08.01.2008,Freiwillig,Polnisch,20.08.2039,Stuttgart,Leipzig,Frankfurt am Main,Deutschland,68.0,Dortmund,Berlin,Deutschland,3000.0,Rechtsanwalt,Dortmund,Rumänisch,13.10.2030,23/2/81,Stuttgart,Köln,Essen,Deutschland,77.0,Düsseldorf,Hamburg,Hamburg,Deutschland,Verkäufer,,05.08.2067,Stuttgart,Hamburg,Frankfurt am Main,SIN ESCOLARIDAD,JORNALERO O PEON,SIN ESCOLARIDAD,Nicht beschäftigt,41.0,,6.0,
08.01.2008,Freiwillig,Griechisch,17.12.2065,Leipzig,Frankfurt am Main,Stuttgart,ARGENTINA,42.0,Leipzig,Berlin,Deutschland,4000.0,Verkäufer,Köln,Deutsch,05.07.2064,16/6/64,Düsseldorf,Frankfurt am Main,Stuttgart,Deutschland,44.0,Essen,Düsseldorf,Berlin,Deutschland,Mechaniker,3500.0,03.08.1997,Dortmund,Köln,Dortmund,Beruflich,Einrichtung,Beruflich,Angestellter,11.0,4.0,,
08.01.2011,Notwendig,Türkisch,13.08.2049,Stuttgart,Hamburg,Frankfurt am Main,Deutschland,61.0,München,Köln,Deutschland,,Koch,Berlin,Türkisch,15.06.2056,,Frankfurt am Main,Hamburg,Hamburg,Deutschland,55.0,Stuttgart,Berlin,Düsseldorf,Deutschland,Koch,,15.12.1977,Dortmund,Hamburg,Essen,Beruflich,Nicht beschäftigt,Sekundarstufe,Nicht beschäftigt,30.0,,2.0,
08.01.2011,Notwendig,Türkisch,14.04.1980,Essen,Düsseldorf,Frankfurt am Main,Deutschland,31.0,Frankfurt am Main,Stuttgart,Deutschland,12000.0,Mechaniker,Köln,Griechisch,12.12.1978,,Stuttgart,Essen,Stuttgart,Deutschland,32.0,Dortmund,Stuttgart,Dortmund,Deutschland,Verkäufer,6000.0,06.10.2002,Hamburg,Stuttgart,Dortmund,Beruflich,Angestellter,Beruflich,Angestellter,9.0,,1.0,Mutter
08.01.2011,Notwendig,Italienisch,15.12.1980,Dortmund,Köln,Köln,Deutschland,30.0,München,Leipzig,Deutschland,5000.0,Ingenieur,Köln,Spanisch,24.11.1982,,Berlin,Hamburg,Köln,Deutschland,28.0,Stuttgart,Dortmund,Köln,Deutschland,Lehrer,6000.0,29.05.2002,Hamburg,Hamburg,Frankfurt am Main,Beruflich,Angestellter,Beruflich,Angestellter,9.0,,2.0,Mutter
08.01.2011,Notwendig,Italienisch,11.06.2063,Düsseldorf,Essen,Stuttgart,Deutschland,47.0,Stuttgart,Köln,Deutschland,,Buchhalter,Berlin,Italienisch,22.06.2068,,Frankfurt am Main,Düsseldorf,Frankfurt am Main,Deutschland,43.0,Düsseldorf,Köln,Frankfurt am Main,Deutschland,Softwareentwickler,8800.0,17.04.1993,Hamburg,München,Stuttgart,Beruflich,Nicht beschäftigt,Beruflich,Angestellter,18.0,,1.0,Mutter
08.01.2012,Freiwillig,Russisch,10.09.1982,Berlin,Hamburg,Berlin,Deutschland,29.0,Berlin,Stuttgart,Deutschland,2000.0,Softwareentwickler,München,Italienisch,02.04.1988,14/3/88,München,Essen,Hamburg,Deutschland,24.0,Köln,Düsseldorf,München,Deutschland,Arzt,,02.02.2011,Frankfurt am Main,Düsseldorf,Frankfurt am Main,Beruflich,Angestellter,Vorbereitungsstufe,Nicht beschäftigt,1.0,6.0,,
08.01.2013,Notwendig,Russisch,12.02.1980,Leipzig,Berlin,Düsseldorf,Deutschland,32.0,Hamburg,Stuttgart,Deutschland,,Ingenieur,Leipzig,Bulgarisch,30.03.1985,,Stuttgart,Düsseldorf,Essen,Deutschland,28.0,Frankfurt am Main,Essen,Frankfurt am Main,Deutschland,Ingenieur,,20.06.2008,Köln,München,Leipzig,,,,,5.0,,,
09.01.2000,Freiwillig,Italienisch,17.11.2072,Köln,Köln,Essen,Deutschland,27.0,Hamburg,Dortmund,Deutschland,25000.0,Ingenieur,Leipzig,Türkisch,29.10.1976,22/12/76,Essen,Köln,Frankfurt am Main,Deutschland,23.0,Köln,Hamburg,Frankfurt am Main,Deutschland,Krankenpfleger,3400.0,19.12.1994,Hamburg,Stuttgart,Leipzig,Beruflich,Angestellter,Beruflich,Angestellter,3.0,8.0,1.0,
09.01.2004,Freiwillig,Deutsch,17.12.2072,Dortmund,Köln,Düsseldorf,Deutschland,31.0,Düsseldorf,Essen,Deutschland,10000.0,Lehrer,Hamburg,Bulgarisch,29.06.1978,26/7/78,Hamburg,Leipzig,Leipzig,Deutschland,26.0,Stuttgart,Stuttgart,Essen,Deutschland,Ingenieur,8300.0,28.05.1999,Essen,Düsseldorf,Köln,Beruflich,Angestellter,Beruflich,Angestellter,5.0,,1.0,Mutter
09.01.2008,Notwendig,Spanisch,22.01.2070,Köln,Essen,Berlin,Deutschland,38.0,Köln,Düsseldorf,Deutschland,6500.0,Krankenpfleger,Berlin,Spanisch,31.08.2071,,Düsseldorf,Berlin,Berlin,Deutschland,36.0,Essen,Essen,Hamburg,Deutschland,Softwareentwickler,10000.0,08.10.1993,Köln,Köln,Düsseldorf,Beruflich,Angestellter,Beruflich,Angestellter,15.0,,2.0,Mutter
09.01.2008,Notwendig,Italienisch,02.09.2063,Berlin,Hamburg,Berlin,Deutschland,45.0,Leipzig,Berlin,Deutschland,10000.0,Rechtsanwalt,Stuttgart,Deutsch,04.07.2063,,Leipzig,Dortmund,Leipzig,Deutschland,45.0,Leipzig,Düsseldorf,Berlin,Deutschland,Lehrer,10000.0,24.12.1994,Stuttgart,Hamburg,München,Beruflich,Angestellter,Beruflich,Angestellter,13.0,,2.0,Mutter
09.01.2008,Notwendig,Polnisch,12.02.2058,Köln,Hamburg,Frankfurt am Main,Deutschland,49.0,Berlin,Dortmund,Deutschland,,Mechaniker,München,Italienisch,01.03.2060,,Stuttgart,Stuttgart,Frankfurt am Main,Deutschland,48.0,Leipzig,Köln,Essen,Deutschland,Buchhalter,7000.0,18.11.1993,Stuttgart,Frankfurt am Main,Düsseldorf,Beruflich,Angestellter,Beruflich,Angestellter,15.0,,2.0,Mutter
09.01.2008,Notwendig,Deutsch,01.12.1975,München,Berlin,Hamburg,Deutschland,33.0,Berlin,Köln,Deutschland,5000.0,Softwareentwickler,Stuttgart,Rumänisch,30.05.1977,,Düsseldorf,Düsseldorf,Frankfurt am Main,Deutschland,31.0,Dortmund,Frankfurt am Main,Köln,Deutschland,Verkäufer,6000.0,13.12.2003,Frankfurt am Main,Dortmund,Berlin,Beruflich,Angestellter,Beruflich,Angestellter,15.0,,2.0,Mutter
09.01.2011,Notwendig,Bulgarisch,24.07.2066,Essen,Essen,Dortmund,Deutschland,45.0,Dortmund,Berlin,Deutschland,5000.0,Ingenieur,Leipzig,Polnisch,10.04.2065,,München,München,Köln,Deutschland,45.0,,,,,,,24.03.1990,Dortmund,München,Frankfurt am Main,Vorbereitungsstufe,Angestellter,,,21.0,,1.0,Mutter
09.01.2011,Notwendig,Polnisch,13.06.2053,Frankfurt am Main,Düsseldorf,Berlin,Deutschland,58.0,Dortmund,Düsseldorf,Deutschland,10000.0,Lehrer,München,Rumänisch,27.08.2055,,Köln,Frankfurt am Main,Essen,Deutschland,56.0,Hamburg,Stuttgart,Berlin,Deutschland,Lehrer,,16.06.2070,Hamburg,Stuttgart,Hamburg,Beruflich,Angestellter,Sekundarstufe,Nicht beschäftigt,31.0,,2.0,
10.01.2001,Freiwillig,Rumänisch,,Dortmund,Essen,Frankfurt am Main,COLOMBIA,,,,,,,,Türkisch,,,Dortmund,Stuttgart,Frankfurt am Main,Deutschland,,,,,,,,20.11.1993,Dortmund,Frankfurt am Main,Berlin,,,,,7.0,10.0,2.0,Mutter
10.01.2001,Freiwillig,Italienisch,,Berlin,Essen,Essen,Deutschland,,,,,,,,Griechisch,10.07.2073,,Dortmund,Düsseldorf,Düsseldorf,Deutschland,27.0,Dortmund,Düsseldorf,Düsseldorf,Deutschland,Buchhalter,9200.0,05.10.1995,Köln,Düsseldorf,Hamburg,,,Vorbereitungsstufe,Angestellter,6.0,,1.0,Mutter
10.01.2007,Notwendig,Kroatisch,14.03.1976,München,Leipzig,Leipzig,Deutschland,31.0,Berlin,Essen,Deutschland,,,Düsseldorf,Griechisch,12.12.1980,,Berlin,Leipzig,Stuttgart,Deutschland,26.0,Dortmund,Stuttgart,Dortmund,Deutschland,,,07.06.1997,Dortmund,Essen,Berlin,Vorbereitungsstufe,Angestellter,Sekundarstufe,Angestellter,6.0,,1.0,
10.01.2007,Notwendig,Russisch,24.10.2066,Stuttgart,Berlin,Leipzig,Deutschland,40.0,Essen,Essen,Deutschland,,,Leipzig,Kroatisch,23.04.2062,,Stuttgart,Köln,Düsseldorf,Deutschland,45.0,Dortmund,Essen,Essen,Deutschland,,,25.02.1989,Hamburg,Frankfurt am Main,Düsseldorf,Sekundarstufe,Angestellter,Beruflich,Angestellter,18.0,,1.0,
10.01.2007,Notwendig,Türkisch,29.06.2054,Köln,München,Essen,Deutschland,53.0,Köln,Frankfurt am Main,Deutschland,,,Düsseldorf,Deutsch,24.10.2055,,Stuttgart,München,Stuttgart,Deutschland,51.0,München,Essen,Berlin,Deutschland,,,24.10.1981,Köln,Dortmund,Frankfurt am Main,Beruflich,Angestellter,Beruflich,Angestellter,25.0,,3.0,
10.01.2008,Notwendig,Türkisch,15.10.2062,Stuttgart,Berlin,Stuttgart,Deutschland,45.0,Düsseldorf,Leipzig,Deutschland,7000.0,Arzt,München,Türkisch,24.08.2069,,Frankfurt am Main,Düsseldorf,Leipzig,Deutschland,39.0,München,Frankfurt am Main,Stuttgart,Deutschland,Softwareentwickler,7000.0,01.08.1990,Essen,Stuttgart,Köln,Vorbereitungsstufe,Angestellter,Beruflich,Angestellter,17.0,,,
10.01.2008,Notwendig,Rumänisch,27.02.2072,Berlin,Düsseldorf,Stuttgart,Deutschland,36.0,Köln,Berlin,Deutschland,3000.0,Koch,Frankfurt am Main,Kroatisch,21.03.1978,,Düsseldorf,Düsseldorf,Dortmund,Deutschland,30.0,Dortmund,Frankfurt am Main,Leipzig,Deutschland,Softwareentwickler,,24.08.1998,Berlin,Düsseldorf,Frankfurt am Main,Beruflich,Angestellter,Beruflich,Nicht beschäftigt,10.0,,2.0,Mutter
10.01.2009,Freiwillig,Italienisch,02.12.1976,Köln,München,Dortmund,Deutschland,33.0,Berlin,Berlin,Deutschland,5000.0,Verkäufer,München,Griechisch,26.11.1987,2/5/88,Frankfurt am Main,Leipzig,Dortmund,Deutschland,21.0,Leipzig,Berlin,Düsseldorf,Deutschland,Koch,,13.01.2006,Dortmund,Düsseldorf,Frankfurt am Main,Beruflich,Angestellter,Vorbereitungsstufe,Nicht beschäftigt,1.0,1.0,,
10.01.2009,Notwendig,Griechisch,21.06.2066,Düsseldorf,Stuttgart,Berlin,Deutschland,43.0,Köln,Köln,Deutschland,2200.0,Krankenpfleger,Düsseldorf,Bulgarisch,23.06.1975,,Essen,Leipzig,Leipzig,Deutschland,34.0,Düsseldorf,Köln,Hamburg,Deutschland,Ingenieur,2200.0,06.11.1996,Dortmund,Essen,Dortmund,PRIMARIA,Angestellter,Vorbereitungsstufe,Angestellter,13.0,,,
10.01.2009,Notwendig,Deutsch,12.10.2049,Stuttgart,Frankfurt am Main,Frankfurt am Main,Deutschland,59.0,Hamburg,Frankfurt am Main,Deutschland,41000.0,Buchhalter,Berlin,Griechisch,12.12.2063,,Leipzig,Dortmund,München,Deutschland,45.0,Stuttgart,Hamburg,Stuttgart,Deutschland,Softwareentwickler,,13.05.1982,Stuttgart,Hamburg,Hamburg,PRIMARIA,Angestellter,Sekundarstufe,Nicht beschäftigt,20.0,,2.0,
10.01.2010,Freiwillig,Russisch,03.08.1982,München,Leipzig,Berlin,Deutschland,28.0,Düsseldorf,München,Deutschland,10000.0,Softwareentwickler,Berlin,Polnisch,10.11.1982,8/7/83,Köln,Stuttgart,Dortmund,Deutschland,27.0,Hamburg,München,Hamburg,Deutschland,Lehrer,10000.0,16.02.2008,Frankfurt am Main,Berlin,Dortmund,Beruflich,Angestellter,Beruflich,Angestellter,2.0,6.0,,
10.01.2010,Notwendig,Rumänisch,26.04.2064,Dortmund,Düsseldorf,Frankfurt am Main,Deutschland,46.0,Düsseldorf,Stuttgart,Deutschland,,,München,Griechisch,12.11.2068,,Stuttgart,Hamburg,München,Deutschland,41.0,München,Düsseldorf,Essen,Deutschland,,,23.07.2001,Stuttgart,Köln,Düsseldorf,,,,,9.0,,,
11.01.2000,Freiwillig,Deutsch,29.03.2060,München,Hamburg,Dortmund,Deutschland,40.0,Berlin,München,Deutschland,3000.0,Krankenpfleger,Dortmund,Russisch,18.06.2062,4/8/62,Berlin,Essen,Berlin,Deutschland,38.0,Hamburg,München,Leipzig,Deutschland,Buchhalter,4000.0,27.12.1980,Leipzig,Berlin,Essen,Beruflich,Angestellter,Vorbereitungsstufe,Angestellter,19.0,9.0,3.0,Mutter
11.01.2000,Freiwillig,Rumänisch,19.05.1977,Leipzig,Dortmund,Berlin,Deutschland,23.0,Hamburg,Hamburg,Deutschland,3500.0,Buchhalter,Hamburg,Spanisch,30.07.1977,29/8/77,München,Düsseldorf,Stuttgart,Deutschland,23.0,Berlin,Hamburg,Stuttgart,Deutschland,Mechaniker,,10.09.1998,Köln,Leipzig,Hamburg,Beruflich,Angestellter,,Nicht beschäftigt,2.0,,1.0,Mutter
11.01.2012,Freiwillig,Polnisch,12.12.2057,München,Berlin,Düsseldorf,Deutschland,54.0,Berlin,Hamburg,Deutschland,10000.0,Lehrer,Düsseldorf,Kroatisch,16.12.2072,3/5/73,Berlin,Dortmund,Essen,Deutschland,39.0,Düsseldorf,München,Hamburg,Deutschland,Arzt,12000.0,10.04.1997,München,Stuttgart,München,Beruflich,Angestellter,Beruflich,Angestellter,14.0,,,
11.01.2012,Freiwillig,Griechisch,15.12.2052,Dortmund,Leipzig,Essen,Deutschland,59.0,Berlin,Düsseldorf,Deutschland,8400.0,Verkäufer,Dortmund,Russisch,18.03.2061,8/10/63,Essen,Dortmund,München,Deutschland,51.0,Leipzig,Leipzig,Hamburg,Deutschland,Krankenpfleger,3500.0,10.08.1988,München,München,Leipzig,Beruflich,Angestellter,Beruflich,Angestellter,24.0,,1.0,
